UI_SECTION,UI_TAB,UI_PANEL,UI_FIELD_NAME,UI_SHORT_LABEL,FIELD_DESCRIPTION,JAVA_CLASS,JAVA_PROPERTY,DB_TABLE,DB_COLUMN,DATA_TYPE,LOOKUP_TABLE,LOOKUP_COLUMN,LOOKUP_DESCRIPTION_COLUMN,FIELD_ORIGIN,CUSTOM_ATTRIBUTE_ID,REQUIRED,READ_ONLY,CONFIDENCE,SOURCE_FILE,NOTES
Institutional Proposal Distribution,Rates,institutional Proposal F And A,Rate Type Code,,Rate Type Code,org.kuali.kra.institutionalproposal.home.InstitutionalProposalFandA,rateTypeCode,PROPOSAL_FNA_RATE,RATE_TYPE_CODE,VARCHAR2,RATE_TYPE,RATE_CLASS_CODE,DESCRIPTION,CORE_KUALI,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/institutionalproposal/institutionalProposalFAndA.tag,
Institutional Proposal Distribution,Rates,institutional Proposal F And A,Start Date,,Start Date.,org.kuali.kra.institutionalproposal.home.InstitutionalProposalFandA,startDate,PROPOSAL_FNA_RATE,START_DATE,DATE,,,,CORE_KUALI,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/institutionalproposal/institutionalProposalFAndA.tag,
Institutional Proposal Distribution,Unrecovered F&A,institutional Proposal Unrecovered F And A,Applicable Indirectcost Rate,,Applicable Indirectcost Rate,org.kuali.kra.institutionalproposal.home.InstitutionalProposalUnrecoveredFandA,applicableIndirectcostRate,PROPOSAL_UNRECOVERED_FNA_RATE,APPLICABLE_IDC_RATE,NUMBER,,,,CORE_KUALI,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/institutionalproposal/institutionalProposalUnrecoveredFAndA.tag,
Institutional Proposal Distribution,Unrecovered F&A,institutional Proposal Unrecovered F And A,Comments,,Comments,org.kuali.kra.institutionalproposal.home.InstitutionalProposalComment,comments,PROPOSAL_COMMENTS,COMMENTS,CLOB,,,,CORE_KUALI,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/institutionalproposal/institutionalProposalUnrecoveredFAndA.tag,
Institutional Proposal Distribution,Unrecovered F&A,institutional Proposal Unrecovered F And A,Fiscal Year,,Fiscal Year,org.kuali.kra.institutionalproposal.home.InstitutionalProposalUnrecoveredFandA,fiscalYear,PROPOSAL_UNRECOVERED_FNA_RATE,FISCAL_YEAR,CHAR,,,,CORE_KUALI,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/institutionalproposal/institutionalProposalUnrecoveredFAndA.tag,
Institutional Proposal Distribution,Unrecovered F&A,institutional Proposal Unrecovered F And A,IDC Rate Type Code,,IDC Rate Type Code,org.kuali.kra.institutionalproposal.home.InstitutionalProposalUnrecoveredFandA,indirectcostRateTypeCode,PROPOSAL_UNRECOVERED_FNA_RATE,IDC_RATE_TYPE_CODE,NUMBER,IDC_RATE_TYPE,IDC_RATE_TYPE_CODE,DESCRIPTION,CORE_KUALI,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/institutionalproposal/institutionalProposalUnrecoveredFAndA.tag,
Institutional Proposal Distribution,Unrecovered F&A,institutional Proposal Unrecovered F And A,On CampusContractContract Flag,,On CampusContractContract Flag,org.kuali.kra.institutionalproposal.home.InstitutionalProposalUnrecoveredFandA,onCampusFlag,PROPOSAL_UNRECOVERED_FNA_RATE,ON_CAMPUS_FLAG,CHAR,,,,CORE_KUALI,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/institutionalproposal/institutionalProposalUnrecoveredFAndA.tag,
Institutional Proposal Distribution,Unrecovered F&A,institutional Proposal Unrecovered F And A,Source Account,,Source Account,org.kuali.kra.institutionalproposal.home.InstitutionalProposalUnrecoveredFandA,sourceAccount,PROPOSAL_UNRECOVERED_FNA_RATE,SOURCE_ACCOUNT,VARCHAR2,,,,CORE_KUALI,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/institutionalproposal/institutionalProposalUnrecoveredFAndA.tag,
Institutional Proposal Distribution,Unrecovered F&A,institutional Proposal Unrecovered F And A,Underrecovery of Indirect Cost,,Underrecovery of Indirect Cost,org.kuali.kra.institutionalproposal.home.InstitutionalProposalUnrecoveredFandA,underrecoveryOfIndirectcost,PROPOSAL_UNRECOVERED_FNA_RATE,UNDERRECOVERY_OF_IDC,NUMBER,,,,CORE_KUALI,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/institutionalproposal/institutionalProposalUnrecoveredFAndA.tag,
Institutional Proposal Home,,institutional Proposal Cfdas,ALN Number,,"A unique identifier for the sponsor and the funding opportunity announcement.  AKA ""Catalogue of Federal Domestic Assistance Number."" The format for this CFDA Number is XX.XXX",org.kuali.kra.institutionalproposal.home.InstitutionalProposalCfda,cfdaNumber,PROPOSAL_CFDA,CFDA_NUMBER,VARCHAR2,,,,CORE_KUALI,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/institutionalproposal/institutionalProposalCfdas.tag,
Institutional Proposal Home,,institutional Proposal Cfdas,ALN Program Title Name,,ALN Program Title Name,org.kuali.kra.institutionalproposal.home.InstitutionalProposalCfda,cfdaDescription,PROPOSAL_CFDA,CFDA_DESCRIPTION,VARCHAR2,,,,CORE_KUALI,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/institutionalproposal/institutionalProposalCfdas.tag,
Institutional Proposal Home,Delivery Info,institutional Proposal Delivery Info,Comments,,Comments,org.kuali.kra.institutionalproposal.home.InstitutionalProposalComment,comments,PROPOSAL_COMMENTS,COMMENTS,CLOB,,,,CORE_KUALI,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/institutionalproposal/institutionalProposalDeliveryInfo.tag,
Institutional Proposal Home,Delivery Info,institutional Proposal Delivery Info,Mail Account ID,,The internal school account number that should be charged the mailing costs.,org.kuali.kra.institutionalproposal.home.InstitutionalProposal,mailAccountNumber,PROPOSAL,MAIL_ACCOUNT_NUMBER,VARCHAR2,,,,CORE_KUALI,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/institutionalproposal/institutionalProposalDeliveryInfo.tag,
Institutional Proposal Home,Delivery Info,institutional Proposal Delivery Info,Mail By,,This field determines whether the Sponsored Programs Office or the department will be mailing the proposal to the agency/sponsor.,org.kuali.kra.institutionalproposal.home.InstitutionalProposal,mailBy,PROPOSAL,MAIL_BY,CHAR,,,,CORE_KUALI,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/institutionalproposal/institutionalProposalDeliveryInfo.tag,
Institutional Proposal Home,Delivery Info,institutional Proposal Delivery Info,Mail Description,,Any information that will assist in the delivery of the proposal.,org.kuali.kra.institutionalproposal.home.InstitutionalProposal,mailDescription,PROPOSAL,MAIL_DESCRIPTION,VARCHAR2,,,,CORE_KUALI,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/institutionalproposal/institutionalProposalDeliveryInfo.tag,
Institutional Proposal Home,Delivery Info,institutional Proposal Delivery Info,Number of Copies,,The number of paper copies of the proposal that should be mailed to the agency/sponsor.,org.kuali.kra.institutionalproposal.home.InstitutionalProposal,numberOfCopies,PROPOSAL,NUMBER_OF_COPIES,VARCHAR2,,,,CORE_KUALI,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/institutionalproposal/institutionalProposalDeliveryInfo.tag,
Institutional Proposal Home,Delivery Info,institutional Proposal Delivery Info,Type,,The method by which the proposal will be delivered to the agency/sponsor.,org.kuali.kra.institutionalproposal.home.InstitutionalProposal,mailType,PROPOSAL,MAIL_TYPE,CHAR,,,,CORE_KUALI,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/institutionalproposal/institutionalProposalDeliveryInfo.tag,
Institutional Proposal Home,Financial,institutional Proposal Financial,Account ID,,Current Account Number,org.kuali.kra.institutionalproposal.home.InstitutionalProposal,currentAccountNumber,PROPOSAL,CURRENT_ACCOUNT_NUMBER,VARCHAR2,,,,CORE_KUALI,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/institutionalproposal/institutionalProposalFinancial.tag,
Institutional Proposal Home,Financial,institutional Proposal Financial,Approved F&A Waiver,,Approved F&A Waiver,edu.bu.kuali.kra.institutionalproposal.home.InstitutionalProposalExtension,approvedFAWaiverIndicator,PROPOSAL_EXTENSION,APPROVED_FA_WAIVER_INDICATOR,VARCHAR2,,,,BU_EXTENSION,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/institutionalproposal/institutionalProposalFinancial.tag,
Institutional Proposal Home,Financial,institutional Proposal Financial,F&A Cost,,Total Indirect Cost Initial,org.kuali.kra.institutionalproposal.home.InstitutionalProposal,totalIndirectCostInitial,PROPOSAL,TOTAL_INDIRECT_COST_INITIAL,NUMBER,,,,CORE_KUALI,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/institutionalproposal/institutionalProposalFinancial.tag,
Institutional Proposal Home,Financial,institutional Proposal Financial,F&A Rate 1,,Initial Period F&A Rate 1,edu.bu.kuali.kra.institutionalproposal.home.InstitutionalProposalExtension,initialPeriodFARate1,PROPOSAL_EXTENSION,INITIAL_PERIOD_FA_RATE_1,NUMBER,,,,BU_EXTENSION,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/institutionalproposal/institutionalProposalFinancial.tag,
Institutional Proposal Home,Financial,institutional Proposal Financial,F&A Rate 2,,Initial Period F&A Rate 2,edu.bu.kuali.kra.institutionalproposal.home.InstitutionalProposalExtension,initialPeriodFARate2,PROPOSAL_EXTENSION,INITIAL_PERIOD_FA_RATE_2,NUMBER,,,,BU_EXTENSION,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/institutionalproposal/institutionalProposalFinancial.tag,
Institutional Proposal Home,Financial,institutional Proposal Financial,Requested End Date,,Requested End Date Initial,org.kuali.kra.institutionalproposal.home.InstitutionalProposal,requestedEndDateInitial,PROPOSAL,REQUESTED_END_DATE_INITIAL,DATE,,,,CORE_KUALI,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/institutionalproposal/institutionalProposalFinancial.tag,
Institutional Proposal Home,Financial,institutional Proposal Financial,Requested Start Date,,Requested Start Date Initial,org.kuali.kra.institutionalproposal.home.InstitutionalProposal,requestedStartDateInitial,PROPOSAL,REQUESTED_START_DATE_INITIAL,DATE,,,,CORE_KUALI,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/institutionalproposal/institutionalProposalFinancial.tag,
Institutional Proposal Home,Financial,institutional Proposal Financial,Total Direct Cost,,Total Direct Cost Initial,org.kuali.kra.institutionalproposal.home.InstitutionalProposal,totalDirectCostInitial,PROPOSAL,TOTAL_DIRECT_COST_INITIAL,NUMBER,,,,CORE_KUALI,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/institutionalproposal/institutionalProposalFinancial.tag,
Institutional Proposal Home,Financial,institutional Proposal Financial,Total F&A Cost,,Total Indirect Cost Total,org.kuali.kra.institutionalproposal.home.InstitutionalProposal,totalIndirectCostTotal,PROPOSAL,TOTAL_INDIRECT_COST_TOTAL,NUMBER,,,,CORE_KUALI,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/institutionalproposal/institutionalProposalFinancial.tag,
Institutional Proposal Home,Financial,institutional Proposal Financial,Total Requested End Date,,Requested End Date Total,org.kuali.kra.institutionalproposal.home.InstitutionalProposal,requestedEndDateTotal,PROPOSAL,REQUESTED_END_DATE_TOTAL,DATE,,,,CORE_KUALI,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/institutionalproposal/institutionalProposalFinancial.tag,
Institutional Proposal Home,Financial,institutional Proposal Financial,Total Requested Start Date,,Requested Start Date Total,org.kuali.kra.institutionalproposal.home.InstitutionalProposal,requestedStartDateTotal,PROPOSAL,REQUESTED_START_DATE_TOTAL,DATE,,,,CORE_KUALI,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/institutionalproposal/institutionalProposalFinancial.tag,
Institutional Proposal Home,Financial,institutional Proposal Financial,Total Total Direct Cost,,Total Direct Cost Total,org.kuali.kra.institutionalproposal.home.InstitutionalProposal,totalDirectCostTotal,PROPOSAL,TOTAL_DIRECT_COST_TOTAL,NUMBER,,,,CORE_KUALI,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/institutionalproposal/institutionalProposalFinancial.tag,
Institutional Proposal Home,Graduate Students,institutional Proposal Graduate Students,Head Count,,Grad Stud Headcount,org.kuali.kra.institutionalproposal.home.InstitutionalProposal,gradStudHeadcount,PROPOSAL,GRAD_STUD_HEADCOUNT,NUMBER,,,,CORE_KUALI,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/institutionalproposal/institutionalProposalGraduateStudents.tag,
Institutional Proposal Home,Graduate Students,institutional Proposal Graduate Students,Person Months,,Grad Stud Person Months,org.kuali.kra.institutionalproposal.home.InstitutionalProposal,gradStudPersonMonths,PROPOSAL,GRAD_STUD_PERSON_MONTHS,NUMBER,,,,CORE_KUALI,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/institutionalproposal/institutionalProposalGraduateStudents.tag,
Institutional Proposal Home,Institutional Proposal,institutional Proposal Institutional Proposal,Activity Type,,Activity Type Code,org.kuali.kra.institutionalproposal.home.InstitutionalProposal,activityTypeCode,PROPOSAL,ACTIVITY_TYPE_CODE,VARCHAR2,ACTIVITY_TYPE,ACTIVITY_TYPE_CODE,DESCRIPTION,CORE_KUALI,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/institutionalproposal/institutionalProposalInstitutionalProposal.tag,
Institutional Proposal Home,Institutional Proposal,institutional Proposal Institutional Proposal,Award ID,,Current Award Number,org.kuali.kra.institutionalproposal.home.InstitutionalProposal,currentAwardNumber,PROPOSAL,CURRENT_AWARD_NUMBER,VARCHAR2,,,,CORE_KUALI,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/institutionalproposal/institutionalProposalInstitutionalProposal.tag,
Institutional Proposal Home,Institutional Proposal,institutional Proposal Institutional Proposal,Comments,,Comments,org.kuali.kra.institutionalproposal.home.InstitutionalProposalComment,comments,PROPOSAL_COMMENTS,COMMENTS,CLOB,,,,CORE_KUALI,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/institutionalproposal/institutionalProposalInstitutionalProposal.tag,
Institutional Proposal Home,Institutional Proposal,institutional Proposal Institutional Proposal,Project Title,,Title,org.kuali.kra.institutionalproposal.home.InstitutionalProposal,title,PROPOSAL,TITLE,VARCHAR2,,,,CORE_KUALI,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/institutionalproposal/institutionalProposalInstitutionalProposal.tag,
Institutional Proposal Home,Institutional Proposal,institutional Proposal Institutional Proposal,Proposal Type,,Proposal Type Code,org.kuali.kra.institutionalproposal.home.InstitutionalProposal,proposalTypeCode,PROPOSAL,PROPOSAL_TYPE_CODE,VARCHAR2,PROPOSAL_TYPE,PROPOSAL_TYPE_CODE,DESCRIPTION,CORE_KUALI,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/institutionalproposal/institutionalProposalInstitutionalProposal.tag,
Institutional Proposal Home,Institutional Proposal,institutional Proposal Institutional Proposal,Status,,Status Code,org.kuali.kra.institutionalproposal.home.InstitutionalProposal,statusCode,PROPOSAL,STATUS_CODE,NUMBER,PROPOSAL_STATUS,PROPOSAL_STATUS_CODE,DESCRIPTION,CORE_KUALI,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/institutionalproposal/institutionalProposalInstitutionalProposal.tag,
Institutional Proposal Home,Keywords,institutional Proposal Keywords,,,,InstitutionalProposalScienceKeyword,selectKeyword,,,,,,,DERIVED_DISPLAY,,,,LOW,coeus-webapp/src/main/webapp/WEB-INF/tags/institutionalproposal/institutionalProposalKeywords.tag,"no ORM mapping for this property - rendered from a related object or computed in Java/KRAD, not stored in its own column; no DataDictionary label in source; UI name not asserted"
Institutional Proposal Home,${tabTitle},institutional Proposal Notes,Comments,,Comments,org.kuali.kra.institutionalproposal.home.InstitutionalProposalNotepad,comments,PROPOSAL_NOTEPAD,COMMENTS,CLOB,,,,CORE_KUALI,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/institutionalproposal/institutionalProposalNotes.tag,
Institutional Proposal Home,${tabTitle},institutional Proposal Notes,Note Topic,,Comments,org.kuali.kra.institutionalproposal.home.InstitutionalProposalNotepad,noteTopic,PROPOSAL_NOTEPAD,NOTE_TOPIC,VARCHAR2,,,,CORE_KUALI,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/institutionalproposal/institutionalProposalNotes.tag,
Institutional Proposal Home,${tabTitle},institutional Proposal Notes,Restricted View,,Restricted View,org.kuali.kra.institutionalproposal.home.InstitutionalProposalNotepad,restrictedView,PROPOSAL_NOTEPAD,RESTRICTED_VIEW,CHAR,,,,CORE_KUALI,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/institutionalproposal/institutionalProposalNotes.tag,
Institutional Proposal Home,Sponsor & Program Information,institutional Proposal Sponsor And Program Information,Anticipated Award Type,,Award Type Code,org.kuali.kra.institutionalproposal.home.InstitutionalProposal,awardTypeCode,PROPOSAL,AWARD_TYPE_CODE,NUMBER,,,,CORE_KUALI,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/institutionalproposal/institutionalProposalSponsorAndProgramInformation.tag,
Institutional Proposal Home,Sponsor & Program Information,institutional Proposal Sponsor And Program Information,Conference Grant,,Conference Grant,edu.bu.kuali.kra.institutionalproposal.home.InstitutionalProposalExtension,conferenceGrant,PROPOSAL_EXTENSION,CONFERENCE_GRANT,VARCHAR2,,,,BU_EXTENSION,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/institutionalproposal/institutionalProposalSponsorAndProgramInformation.tag,
Institutional Proposal Home,Sponsor & Program Information,institutional Proposal Sponsor And Program Information,Does this proposal include subaward(s)?,,Subcontract Flag,org.kuali.kra.institutionalproposal.home.InstitutionalProposal,subcontractFlag,PROPOSAL,SUBCONTRACT_FLAG,CHAR,,,,CORE_KUALI,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/institutionalproposal/institutionalProposalSponsorAndProgramInformation.tag,
Institutional Proposal Home,Sponsor & Program Information,institutional Proposal Sponsor And Program Information,Individual Fellowship,,Individual Fellowship,edu.bu.kuali.kra.institutionalproposal.home.InstitutionalProposalExtension,individualFellowship,PROPOSAL_EXTENSION,INDIVIDUAL_FELLOWSHIP,VARCHAR2,,,,BU_EXTENSION,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/institutionalproposal/institutionalProposalSponsorAndProgramInformation.tag,
Institutional Proposal Home,Sponsor & Program Information,institutional Proposal Sponsor And Program Information,Major Project,,Major Project,edu.bu.kuali.kra.institutionalproposal.home.InstitutionalProposalExtension,majorProject,PROPOSAL_EXTENSION,MAJOR_PROJECT,VARCHAR2,,,,BU_EXTENSION,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/institutionalproposal/institutionalProposalSponsorAndProgramInformation.tag,
Institutional Proposal Home,Sponsor & Program Information,institutional Proposal Sponsor And Program Information,NSF Science Code,,NSF Science Code,org.kuali.kra.institutionalproposal.home.InstitutionalProposal,nsfSequenceNumber,PROPOSAL,NSF_SEQUENCE_NUMBER,NUMBER,NSF_CODES,NSF_SEQUENCE_NUMBER,DESCRIPTION,CORE_KUALI,,,Y,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/institutionalproposal/institutionalProposalSponsorAndProgramInformation.tag,
Institutional Proposal Home,Sponsor & Program Information,institutional Proposal Sponsor And Program Information,Notice Of Opportunity,,Notice Of Opportunity Code,org.kuali.kra.institutionalproposal.home.InstitutionalProposal,noticeOfOpportunityCode,PROPOSAL,NOTICE_OF_OPPORTUNITY_CODE,VARCHAR2,NOTICE_OF_OPPORTUNITY,NOTICE_OF_OPPORTUNITY_CODE,DESCRIPTION,CORE_KUALI,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/institutionalproposal/institutionalProposalSponsorAndProgramInformation.tag,
Institutional Proposal Home,Sponsor & Program Information,institutional Proposal Sponsor And Program Information,Opportunity,,Opportunity,org.kuali.kra.institutionalproposal.home.InstitutionalProposal,opportunity,PROPOSAL,OPPORTUNITY,VARCHAR2,,,,CORE_KUALI,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/institutionalproposal/institutionalProposalSponsorAndProgramInformation.tag,
Institutional Proposal Home,Sponsor & Program Information,institutional Proposal Sponsor And Program Information,Prime Sponsor ID,,Prime Sponsor Code,org.kuali.kra.institutionalproposal.home.InstitutionalProposal,primeSponsorCode,PROPOSAL,PRIME_SPONSOR_CODE,VARCHAR2,SPONSOR,SPONSOR_CODE,DESCRIPTION,CORE_KUALI,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/institutionalproposal/institutionalProposalSponsorAndProgramInformation.tag,
Institutional Proposal Home,Sponsor & Program Information,institutional Proposal Sponsor And Program Information,Sponsor Deadline Date,,"The date in which the proposal is due to the sponsoring agency.  Additional deadlines may be set by the office authorized to submit proposals on behalf of the institution (e.g. sponsored programs, etc.).",org.kuali.kra.institutionalproposal.home.InstitutionalProposal,deadlineDate,PROPOSAL,DEADLINE_DATE,DATE,,,,CORE_KUALI,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/institutionalproposal/institutionalProposalSponsorAndProgramInformation.tag,
Institutional Proposal Home,Sponsor & Program Information,institutional Proposal Sponsor And Program Information,Sponsor Deadline Time,,"The time in which the proposal is due to the sponsoring agency.  Additional deadlines may be set by the office authorized to submit proposals on behalf of the institution (e.g. sponsored programs, etc.).",org.kuali.kra.institutionalproposal.home.InstitutionalProposal,deadlineTime,PROPOSAL,DEADLINE_TIME,VARCHAR2,,,,CORE_KUALI,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/institutionalproposal/institutionalProposalSponsorAndProgramInformation.tag,
Institutional Proposal Home,Sponsor & Program Information,institutional Proposal Sponsor And Program Information,Sponsor Deadline Type,,Indicates the type of proposal deadline.,org.kuali.kra.institutionalproposal.home.InstitutionalProposal,deadlineType,PROPOSAL,DEADLINE_TYPE,CHAR,,,,CORE_KUALI,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/institutionalproposal/institutionalProposalSponsorAndProgramInformation.tag,
Institutional Proposal Home,Sponsor & Program Information,institutional Proposal Sponsor And Program Information,Sponsor ID,,Sponsor ID,org.kuali.kra.institutionalproposal.home.InstitutionalProposal,sponsorCode,PROPOSAL,SPONSOR_CODE,VARCHAR2,SPONSOR,SPONSOR_CODE,DESCRIPTION,CORE_KUALI,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/institutionalproposal/institutionalProposalSponsorAndProgramInformation.tag,
Institutional Proposal Home,Sponsor & Program Information,institutional Proposal Sponsor And Program Information,Sponsor Proposal ID,,Sponsor Proposal ID,org.kuali.kra.institutionalproposal.home.InstitutionalProposal,sponsorProposalNumber,PROPOSAL,SPONSOR_PROPOSAL_NUMBER,VARCHAR2,,,,CORE_KUALI,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/institutionalproposal/institutionalProposalSponsorAndProgramInformation.tag,
Institutional Proposal Intellectual Property Review,Review Data,institutional Proposal Review Data,Date Finished Review,,Date Finished Review,org.kuali.kra.institutionalproposal.ipreview.IntellectualPropertyReview,reviewReceiveDate,IP_REVIEW,REVIEW_RECEIVE_DATE,DATE,,,,CORE_KUALI,,,Y,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/institutionalproposal/institutionalProposalReviewData.tag,
Institutional Proposal Intellectual Property Review,Review Data,institutional Proposal Review Data,Submitted for Review,,Submitted for Review,org.kuali.kra.institutionalproposal.ipreview.IntellectualPropertyReview,reviewSubmissionDate,IP_REVIEW,REVIEW_SUBMISSION_DATE,DATE,,,,CORE_KUALI,,,Y,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/institutionalproposal/institutionalProposalReviewData.tag,
