DOMAIN,TABLE_NAME,EXTRACT_TYPE,ROW_COUNT,COLUMN_COUNT,PRIMARY_KEY,LINEAGE_KEYS,CONTAINS_PII,NOTES
Reference / lookup,ACTIVITY_TYPE,FULL,5,8,ACTIVITY_TYPE_CODE,,N,
Reference / lookup,AFFILIATION_TYPE,FULL,19,7,AFFILIATION_TYPE_CODE,,N,
Reference / lookup,APPOINTMENT_TYPE,FULL,3,7,APPOINTMENT_TYPE_CODE,,N,
Reference / lookup,ARG_VALUE_LOOKUP,FULL,1041,9,ARG_VALUE_LOOKUP_ID,,N,
Reference / lookup,ATTACHMENTS_TYPE,FULL,2,7,ATTACHMENTS_CODE,,N,
Reference / lookup,ATTACHMENT_FILE,SAMPLE,171959,10,FILE_ID,SEQUENCE_NUMBER,N,"binary payload: send metadata columns, not file content"
Reference / lookup,CARRIER_TYPE,FULL,3,6,CARRIER_TYPE_CODE,,N,
Reference / lookup,CFDA,EMPTY,0,6,CFDA_NBR,,N,"no rows in production; columns documented, no data file"
Reference / lookup,CITIZENSHIP_TYPE_T,FULL,7,7,CITIZENSHIP_TYPE_CODE,,N,
Reference / lookup,CLOSEOUT_REPORT_TYPE,FULL,6,6,CLOSEOUT_REPORT_CODE,,N,
Reference / lookup,CLOSEOUT_TYPE,FULL,13,6,CLOSEOUT_TYPE_CODE,,N,
Reference / lookup,COEUS_MODULE,FULL,10,6,MODULE_CODE,,N,
Reference / lookup,COEUS_SUB_MODULE,FULL,27,9,COEUS_SUB_MODULE_ID,,N,
Reference / lookup,COMMENT_TYPE,FULL,23,10,COMMENT_TYPE_CODE,,N,
Reference / lookup,CONTACT_TYPE,FULL,3,6,CONTACT_TYPE_CODE,,N,
Reference / lookup,CONTACT_USAGE,FULL,3,7,CONTACT_USAGE_ID,,N,
Reference / lookup,CORRESPONDENT_TYPE,FULL,2,7,CORRESPONDENT_TYPE_CODE,,N,
Reference / lookup,COST_ELEMENT,FULL,54,11,COST_ELEMENT,UNIT_NUMBER,N,
Reference / lookup,COST_SHARE_TYPE,FULL,3,7,COST_SHARE_TYPE_CODE,,N,
Reference / lookup,DEADLINE_TYPE,FULL,3,6,DEADLINE_TYPE_CODE,,N,
Reference / lookup,DEGREE_TYPE,FULL,50,6,DEGREE_CODE,,N,
Reference / lookup,DISTRIBUTION,FULL,2,7,OSP_DISTRIBUTION_CODE,,N,
Reference / lookup,DOCUMENT_NEXTVALUE,SAMPLE,191600,7,"DOCUMENT_NUMBER,PROPERTY_NAME",DOCUMENT_NUMBER,N,
Reference / lookup,FILE_DATA,SAMPLE,367864,2,ID,,N,"binary payload: send metadata columns, not file content"
Reference / lookup,FIN_IDC_TYPE_CODE,EMPTY,0,5,"RATE_CLASS_CODE,RATE_TYPE_CODE",,N,"no rows in production; columns documented, no data file"
Reference / lookup,FIN_OBJECT_CODE_MAPPING,EMPTY,0,8,MAPPING_ID,UNIT_NUMBER,N,"no rows in production; columns documented, no data file"
Reference / lookup,FORMULATED_TYPE,FULL,4,6,FORMULATED_TYPE_CODE,,N,
Reference / lookup,FREQUENCY,FULL,28,12,FREQUENCY_CODE,,N,
Reference / lookup,FREQUENCY_BASE,FULL,8,8,FREQUENCY_BASE_CODE,,N,
Reference / lookup,FUNDING_SOURCE_TYPE,FULL,7,7,FUNDING_SOURCE_TYPE_CODE,,N,
Reference / lookup,GROUP_TYPES,FULL,7,6,GROUP_TYPE_CODE,,N,
Reference / lookup,IDC_RATE_TYPE,FULL,6,6,IDC_RATE_TYPE_CODE,,N,
Reference / lookup,INSTITUTE_LA_RATES,EMPTY,0,12,"UNIT_NUMBER,RATE_TYPE_CODE,FISCAL_YEAR,START_DATE,ON_OFF_CAMPUS_FLAG,RATE_CLASS_CODE",UNIT_NUMBER,N,"no rows in production; columns documented, no data file"
Reference / lookup,INSTITUTE_RATES,FULL,261,14,INSTITUTE_RATE_ID,UNIT_NUMBER,N,
Reference / lookup,INV_CREDIT_TYPE,FULL,1,8,INV_CREDIT_TYPE_CODE,,N,
Reference / lookup,JOB_CODE,FULL,1,6,JOB_CODE,,N,
Reference / lookup,LOCATION_TYPE,FULL,4,5,LOCATION_TYPE_CODE,,N,
Reference / lookup,MAIL_BY,FULL,2,6,MAIL_BY_CODE,,N,
Reference / lookup,MAIL_TYPE,FULL,4,6,MAIL_TYPE,,N,
Reference / lookup,NIH_VALIDATION_MAPPING,FULL,412,13,ID,,N,
Reference / lookup,NOTICE_OF_OPPORTUNITY,FULL,6,6,NOTICE_OF_OPPORTUNITY_CODE,,N,
Reference / lookup,NSF_CODES,FULL,117,8,NSF_SEQUENCE_NUMBER,,N,
Reference / lookup,PERSON_APPOINTMENT,SAMPLE,20592,14,APPOINTMENT_ID,"UNIT_NUMBER,PERSON_ID",Y,PII: send column structure + masked sample only
Reference / lookup,PERSON_BIOSKETCH,EMPTY,0,10,PERSON_BIOSKETCH_ID,PERSON_ID,Y,"PII: send column structure + masked sample only; no rows in production; columns documented, no data file"
Reference / lookup,PERSON_DEGREE,EMPTY,0,14,DEGREE_ID,PERSON_ID,Y,"PII: send column structure + masked sample only; no rows in production; columns documented, no data file"
Reference / lookup,PERSON_EDITABLE_FIELDS,FULL,84,8,PERSON_EDITABLE_FIELD_ID,,N,
Reference / lookup,PERSON_EXT_T,SAMPLE,138763,37,PERSON_ID,PERSON_ID,Y,PII: send column structure + masked sample only
Reference / lookup,PERSON_MASS_CHANGE,FULL,25,11,PERSON_MASS_CHANGE_ID,DOCUMENT_NUMBER,Y,PII: send column structure + masked sample only
Reference / lookup,PERSON_MASS_CHANGE_DOCUMENT,FULL,25,5,DOCUMENT_NUMBER,DOCUMENT_NUMBER,N,
Reference / lookup,PERSON_SIGNATURE,EMPTY,0,10,PERSON_SIGNATURE_ID,PERSON_ID,Y,"PII: send column structure + masked sample only; no rows in production; columns documented, no data file"
Reference / lookup,PERSON_SIGNATURE_MODULE,EMPTY,0,9,PERSON_SIGN_MODULE_ID,,N,"no rows in production; columns documented, no data file"
Reference / lookup,PROP_ROLE_TEMPLATE,EMPTY,0,7,ID,"UNIT_NUMBER,PERSON_ID",N,"no rows in production; columns documented, no data file"
Reference / lookup,RATE_CLASS,FULL,8,7,RATE_CLASS_CODE,,N,
Reference / lookup,RATE_CLASS_BASE_EXCLUSION,FULL,10,9,RATE_CLASS_BASE_EXCL_ID,,N,
Reference / lookup,RATE_CLASS_BASE_INCLUSION,FULL,21,9,RATE_CLASS_BASE_INCL_ID,,N,
Reference / lookup,RATE_CLASS_TYPE,FULL,3,8,RATE_CLASS_TYPE,,N,
Reference / lookup,RATE_TYPE,FULL,11,7,"RATE_CLASS_CODE,RATE_TYPE_CODE",,N,
Reference / lookup,REPORT,FULL,54,8,REPORT_CODE,,N,
Reference / lookup,REPORT_CLASS,FULL,11,8,REPORT_CLASS_CODE,,N,
Reference / lookup,REPORT_STATUS,FULL,4,7,REPORT_STATUS_CODE,,N,
Reference / lookup,RESEARCH_AREAS,FULL,1855,9,RESEARCH_AREA_CODE,,N,
Reference / lookup,RIGHTS,EMPTY,0,8,RIGHT_ID,,N,"no rows in production; columns documented, no data file"
Reference / lookup,ROLE,EMPTY,0,13,ROLE_ID,,N,"no rows in production; columns documented, no data file"
Reference / lookup,ROLE_RIGHTS,EMPTY,0,7,"RIGHT_ID,ROLE_ID",,N,"no rows in production; columns documented, no data file"
Reference / lookup,ROLODEX,FULL,12942,30,ROLODEX_ID,"SPONSOR_CODE,ROLODEX_ID",Y,PII: send column structure + masked sample only
Reference / lookup,SCHOOL_CODE,FULL,4,6,SCHOOL_CODE,,N,
Reference / lookup,SCIENCE_KEYWORD,EMPTY,0,6,SCIENCE_KEYWORD_CODE,,N,"no rows in production; columns documented, no data file"
Reference / lookup,SPECIAL_REVIEW,FULL,8,7,SPECIAL_REVIEW_CODE,,N,
Reference / lookup,SPECIAL_REVIEW_USAGE,FULL,37,9,SPECIAL_REVIEW_USAGE_ID,,N,
Reference / lookup,SP_REV_APPROVAL_TYPE,FULL,3,6,APPROVAL_TYPE_CODE,,N,
Reference / lookup,TARGET_ROLE,EMPTY,0,8,ID,,N,"no rows in production; columns documented, no data file"
Reference / lookup,TBN,FULL,6,8,TBN_ID,,N,
Reference / lookup,USER_ROLES,EMPTY,0,8,"USER_ID,ROLE_ID,UNIT_NUMBER",UNIT_NUMBER,N,"no rows in production; columns documented, no data file"
Reference / lookup,VALID_AWARD_BASIS_PAYMENT,FULL,45,7,VALID_AWARD_BASIS_PAYMENT_ID,,N,
Reference / lookup,VALID_BASIS_METHOD_PMT,FULL,42,9,VALID_BASIS_METHOD_PMT_ID,,N,
Reference / lookup,VALID_CALC_TYPES,FULL,7,10,"CALC_TYPE_ID,RATE_CLASS_TYPE,DEPENDENT_SEQ_NUMBER",,N,
Reference / lookup,VALID_CE_JOB_CODES,EMPTY,0,6,"COST_ELEMENT,JOB_CODE",,N,"no rows in production; columns documented, no data file"
Reference / lookup,VALID_CE_RATE_TYPES,FULL,153,8,"COST_ELEMENT,RATE_CLASS_CODE,RATE_TYPE_CODE",,N,
Reference / lookup,VALID_CLASS_REPORT_FREQ,FULL,324,8,VALID_CLASS_REPORT_FREQ_ID,,N,
Reference / lookup,VALID_FREQUENCY_BASE,FULL,74,7,VALID_FREQUENCY_BASE_ID,,N,
Reference / lookup,VALID_NARR_FORMS,FULL,580,8,VALID_NARR_FORMS_ID,,N,
Reference / lookup,VALID_RATES,EMPTY,0,10,VALID_RATES_ID,,N,"no rows in production; columns documented, no data file"
Reference / lookup,VALID_SP_REV_APPROVAL,FULL,27,11,VALID_SP_REV_APPROVAL_ID,,N,
Reference / lookup,VAL_SRC_ACNTS_COST_TYP,EMPTY,0,8,CODE,,N,"no rows in production; columns documented, no data file"
Reference / lookup,VERSION_HISTORY,SAMPLE,372669,12,VERSION_HISTORY_ID,,N,
Sponsor,SPONSOR,FULL,7552,25,SPONSOR_CODE,"SPONSOR_CODE,ROLODEX_ID",N,
Sponsor,SPONSOR_FORMS,EMPTY,0,9,SPONSOR_FORM_ID,SPONSOR_CODE,N,"no rows in production; columns documented, no data file"
Sponsor,SPONSOR_FORM_TEMPLATES,EMPTY,0,11,SPONSOR_FORM_TEMPLATE_ID,,N,"no rows in production; columns documented, no data file"
Sponsor,SPONSOR_HIERARCHY,FULL,39,26,"HIERARCHY_NAME,SPONSOR_CODE",SPONSOR_CODE,N,
Sponsor,SPONSOR_HIERARCHY_MT,FULL,29,26,"HIERARCHY_NAME,SPONSOR_CODE",SPONSOR_CODE,N,
Sponsor,SPONSOR_IMPORT,FULL,160,13,,,N,
Sponsor,SPONSOR_SAM_MAPPING,FULL,645,20,,SPONSOR_CODE,N,
Sponsor,SPONSOR_TERM,FULL,293,8,SPONSOR_TERM_ID,,N,
Sponsor,SPONSOR_TERM_TYPE,FULL,10,6,SPONSOR_TERM_TYPE_CODE,,N,
Sponsor,SPONSOR_TYPE,FULL,14,6,SPONSOR_TYPE_CODE,,N,
Subaward,SUBAWARD,SAMPLE,93061,34,SUBAWARD_ID,"SUBAWARD_ID,SUBAWARD_CODE,SEQUENCE_NUMBER,DOCUMENT_NUMBER,ORGANIZATION_ID",N,
Subaward,SUBAWARD_AMOUNT_INFO,SAMPLE,195118,28,SUBAWARD_AMOUNT_INFO_ID,"SUBAWARD_ID,SUBAWARD_CODE,SEQUENCE_NUMBER",N,
Subaward,SUBAWARD_AMT_RELEASED,FULL,2,25,SUBAWARD_AMT_RELEASED_ID,"SUBAWARD_ID,SUBAWARD_CODE,SEQUENCE_NUMBER,DOCUMENT_NUMBER",N,
Subaward,SUBAWARD_APPROVAL_TYPE,FULL,28,6,SUBAWARD_APPROVAL_TYPE_CODE,,N,
Subaward,SUBAWARD_ATTACHMENTS,SAMPLE,491449,17,ATTACHMENT_ID,"SUBAWARD_ID,SUBAWARD_CODE,SEQUENCE_NUMBER",N,"binary payload: send metadata columns, not file content"
Subaward,SUBAWARD_ATTACHMENT_TYPE,FULL,15,6,ATTACHMENT_TYPE_CODE,,N,
Subaward,SUBAWARD_CLOSEOUT,EMPTY,0,14,SUBAWARD_CLOSEOUT_ID,"SUBAWARD_ID,SUBAWARD_CODE,SEQUENCE_NUMBER",N,"no rows in production; columns documented, no data file"
Subaward,SUBAWARD_COMMENT,EMPTY,0,11,SUBAWARD_COMMENT_ID,"SUBAWARD_ID,SUBAWARD_CODE,SEQUENCE_NUMBER",N,"no rows in production; columns documented, no data file"
Subaward,SUBAWARD_CONTACT,SAMPLE,194207,11,SUBAWARD_CONTACT_ID,"SUBAWARD_ID,SUBAWARD_CODE,SEQUENCE_NUMBER,ROLODEX_ID",Y,PII: send column structure + masked sample only
Subaward,SUBAWARD_DOCUMENT,SAMPLE,93061,5,DOCUMENT_NUMBER,DOCUMENT_NUMBER,N,
Subaward,SUBAWARD_FFATA_REPORTING,FULL,5206,14,SUBAWARD_FFATA_REPORTING_ID,SUBAWARD_ID,N,
Subaward,SUBAWARD_FORMS,FULL,18,10,FORM_ID,,N,
Subaward,SUBAWARD_FUNDING_SOURCE,FULL,7954,9,SUBAWARD_FUNDING_SOURCE_ID,"AWARD_ID,SUBAWARD_ID,SUBAWARD_CODE,SEQUENCE_NUMBER",N,
Subaward,SUBAWARD_MODIFICATION_TYPE,FULL,8,7,CODE,,N,
Subaward,SUBAWARD_NOTEPAD,EMPTY,0,13,SUBAWARD_NOTEPAD_ID,"SUBAWARD_ID,SUBAWARD_CODE",N,"no rows in production; columns documented, no data file"
Subaward,SUBAWARD_NOTIFICATION,SAMPLE,33161,13,NOTIFICATION_ID,"SUBAWARD_CODE,DOCUMENT_NUMBER",N,
Subaward,SUBAWARD_REPORTS,EMPTY,0,9,SUBAWARD_REPORT_ID,"SUBAWARD_ID,SUBAWARD_CODE,SEQUENCE_NUMBER",N,"no rows in production; columns documented, no data file"
Subaward,SUBAWARD_REPORT_TYPE,FULL,3,7,REPORT_TYPE_CODE,,N,
Subaward,SUBAWARD_STATUS,FULL,10,6,SUBAWARD_STATUS_CODE,,N,
Subaward,SUBAWARD_TEMPLATE_ATTACHMENTS,EMPTY,0,17,ATTACHMENT_ID,"SUBAWARD_ID,SUBAWARD_CODE,SEQUENCE_NUMBER",N,"binary payload: send metadata columns, not file content; no rows in production; columns documented, no data file"
Subaward,SUBAWARD_TEMPLATE_INFO,SAMPLE,93061,53,SUBAWARD_ID,"SUBAWARD_ID,SUBAWARD_CODE,SEQUENCE_NUMBER",N,
Subaward,SUBAWARD_TEMPLATE_TYPE,FULL,4,6,SUBAWARD_TEMPLATE_TYPE_CODE,,N,
Subaward,SUBAWARD_TMPL_ATTACH_TYPE,EMPTY,0,6,ATTACHMENT_TYPE_CODE,,N,"no rows in production; columns documented, no data file"
Subaward,SUBCONTRACT_COPYRIGHT_TYPE,FULL,2,6,COPYRIGHT_TYPE_CODE,,N,
Subaward,SUBCONTRACT_COST_TYPE,FULL,3,6,COST_TYPE_CODE,,N,
Subaward,SUBCONTRACT_EXP_CAT,EMPTY,0,13,AWARD_NUMBER,AWARD_NUMBER,N,"no rows in production; columns documented, no data file"
Subaward,SUBCONTRACT_EXP_CAT_DET,EMPTY,0,16,ID,AWARD_NUMBER,N,"no rows in production; columns documented, no data file"
Subaward,SUB_EXP_CAT_BY_FY,EMPTY,0,15,AWARD_NUMBER,AWARD_NUMBER,N,"no rows in production; columns documented, no data file"
Unit,KUALI_UNIT_ORG_MAP,FULL,152,4,,,N,
Unit,SOURCE_UNIT,EMPTY,0,7,ID,,N,"no rows in production; columns documented, no data file"
Unit,UNIT,FULL,5241,9,UNIT_NUMBER,"UNIT_NUMBER,ORGANIZATION_ID",N,
Unit,UNIT_ADMINISTRATOR,FULL,1016,7,"UNIT_NUMBER,PERSON_ID,UNIT_ADMINISTRATOR_TYPE_CODE","UNIT_NUMBER,PERSON_ID",N,
Unit,UNIT_ADMINISTRATOR_TYPE,FULL,11,8,UNIT_ADMINISTRATOR_TYPE_CODE,,N,
Unit,UNIT_CORRESPONDENT,EMPTY,0,10,UNIT_CORRESPONDENT_ID,"UNIT_NUMBER,PERSON_ID",N,"no rows in production; columns documented, no data file"
Unit,UNIT_FORMULATED_COST,EMPTY,0,8,UNIT_FORMULATED_COST_ID,UNIT_NUMBER,N,"no rows in production; columns documented, no data file"
Unit,UNIT_ROLE_SYNC,EMPTY,0,7,ID,,N,"no rows in production; columns documented, no data file"
